Feature_1,Feature_2,Label
0.5099376073500874,-0.05638039348183868,1
0.9185651041397538,0.5902373141692806,0
1.0630204957822507,-0.3560096770415303,1
0.4037840366670575,0.8405520401766231,0
0.7238579030812486,-0.056915596480971636,0
0.15977568065762748,0.0015120392451579978,1
0.3482278328737542,-0.03208634999525352,1
0.7453438724070325,0.6304350206094563,0
0.8961544681835331,0.5870430563397464,0
1.537921427489776,-0.14506202961008285,1
0.3443634424870704,1.0529811160751483,0
0.23384862399192718,-0.28019131611847736,1
-0.3621994923845328,0.9205322547466394,0
-1.153507898522427,0.3991426419056257,0
1.2964435296911474,-0.6727826813504567,1
0.49920210790062436,-0.1873750622567639,1
-1.017270389933846,0.4079806971443633,0
1.6229437118097274,0.41475396877460696,1
-0.20383950075155594,1.108094832240818,0
-0.10688997018498599,1.1836884766820843,0
0.11326500884455291,1.0145567357419925,0
2.0570910440291397,0.4010252966797285,1
0.21048359554498092,0.1577133591163078,1
-0.09607977005879183,0.6197785930451027,1
0.615263535026017,0.6254810682774525,0
-0.9096116536598293,0.5023557697153775,0
-0.1970894128370913,0.9882729157712071,0
-0.5491731762180533,0.7884080236364642,0
-0.7199848714619113,0.6213951671817181,0
-0.16415461588553287,0.8719905447641529,0
0.8989226699626112,0.37967303066222813,0
0.9883022863888745,0.35681204873706285,0
0.4713828963000743,-0.2921013923631913,1
-0.18875372930261314,0.908857930194373,0
0.07182939436457102,1.2696184797330192,0
1.1695196703104302,-0.22753126238437094,1
0.6941844009826482,0.8498160932454031,0
0.7257069376608168,0.44859069137497065,0
0.15752543524352525,-0.2773147930298545,1
-0.8442209576438066,-0.22936316641530524,0
1.5773570397887504,0.05133127475687333,1
0.243177750921036,1.1331014475363608,0
1.1850232915259986,-0.2757795315756363,1
0.22074153442872413,0.973438694377059,0
0.782846176663186,0.5657310379138748,0
0.27677341523322757,-0.30559309712032445,1
1.8050019529299088,-0.16999295200698736,1
1.0518873356346907,-0.45813597567534403,1
-1.34988910431887,0.05342975449578918,0
0.9125478039394745,0.3621530944251333,0
0.24502055231798212,-0.06271197271220999,1
-0.21051497499989508,0.9458681163045648,0
-0.9833999303367353,0.11094223782977841,0
1.5055356739957961,-0.12304595277695694,1
-0.08103594173212478,1.2019530763955442,0
1.3512753769868548,-0.42531736322512614,1
1.4552491228800857,-0.10092296365001535,1
-0.7503189931981656,0.8736806450452713,0
-0.9725042261047263,0.236198150077932,0
2.143115093568499,0.37785687360156867,1
0.29906567866099,-0.3769231740638511,1
0.8431096139151382,-0.29321113414295297,1
0.33461439996930514,0.8653163065489062,0
-0.15396345738738437,0.2692478750536371,1
0.37904591089085726,-0.17759259913852316,1
0.09357378877174416,-0.17644063292996243,1
-1.050861561117455,0.4094532489129137,0
1.712624297749471,-0.27521712157608536,1
0.6936293472085314,0.8376604731439943,0
-0.9168842558741238,0.2350031878698855,0
0.41641392042212355,-0.25225083613935384,1
2.112036009241374,-0.04716909381224535,1
-0.986598998980377,0.23902775284811817,0
-0.8760119770541415,0.7765207155117317,0
0.18326310118896738,0.08592031562555917,1
-0.4726277063229154,0.5767625601428581,0
1.8273299712189492,-0.018753645938924993,1
1.7084119090390677,-0.14051927011608573,1
-0.20956151573971207,0.36604267197633517,1
0.15515575537272464,-0.3635699727057223,1
0.15397080309568043,-0.05034533386971773,1
1.076299366850084,0.222851793220471,0
-0.6261604834559892,0.5639763676019125,0
-1.1024704707096629,0.2130955793937847,0
0.07561975146003973,-0.22323543521467873,1
-0.4626947095082699,0.5274474600095853,0
0.6050362990617999,-0.7824483594623025,1
1.8082509669237152,-0.38090070129741593,1
-0.8900394078873753,0.5926964171892978,0
-0.13529822020703128,1.0118667986935739,0
1.0473840825474305,0.20554404117264274,0
-0.29983639692681985,0.8483020440448117,0
1.7784954069386658,-0.09836019381961697,1
-0.7920534516689055,0.6761069286842418,0
0.8523947549485177,-0.5521183021188039,1
0.04692552886996414,0.4687072174371212,1
2.0791245747538003,0.2080689130042468,1
1.306853855517215,-0.39949373218897577,1
1.3034625305385787,-0.34643117788871924,1
0.132890487575271,1.217312085911653,0
0.4116716975926944,-0.44818422268237407,1
-0.010223584065678443,0.779146344517772,0
0.4728303991110517,-0.32955474014874553,1
0.022104225620921774,0.33048099448508406,1
0.9139488770836122,0.2145492959537778,0
0.6711274246904841,0.5788796188786981,0
0.773450236677027,0.49464776030835217,0
-1.1134156822384975,0.06528096637487742,0
1.574988927207954,0.29167476773537304,1
1.641194198974267,-0.3254550600765653,1
0.1232002544939031,0.13173335638955966,1
0.36685906933356693,0.7998506525774264,0
-0.3396515785230622,0.9391583245934214,0
0.9655788846628689,-0.19715078207768322,1
1.5967580115664397,-0.5038264823985167,1
0.5643635878700923,0.6104411838202914,0
-0.2590214710669123,0.5424856243570504,0
1.3308690574436326,-0.46267006224083873,1
-1.1913131351918564,0.3903398284841895,0
0.6825940857924375,0.5613109990550917,0
2.4095752583943737,0.13217923934541023,1
-1.0080905917607577,0.10675838027325102,0
0.4158035718532789,-0.25548040774309877,1
1.1659493657242663,0.11574572239520042,0
1.685386981664287,0.25701299549840595,1
1.576751794838048,-0.1939216927012793,1
-0.4866639621963989,0.8723209980303372,0
1.738148304303837,-0.009875156651704464,1
1.5816835739542205,-0.28319456002203003,1
0.007256308765419578,0.15980094758616564,1
-0.5232311154217628,0.8318791447505356,0
0.807017779609358,0.8434652527443105,0
-0.05040312076763542,1.0138793054501003,0
-0.04053049780163074,0.6421425406492114,1
1.2025845736875183,-0.27558956188347183,1
0.44173185641920704,-0.7241157311832271,1
1.5184022962705053,-0.5592278122268891,1
0.7361868731254313,0.2322639548314332,0
1.9621233616362974,0.5602543742480873,1
1.914753220588418,-0.110323494389498,1
0.7095658818016344,0.5820685215297798,0
0.9090740655937253,-0.4079431097979822,1
0.8652246465014232,0.024182180916990044,0
-0.7658815556389162,0.7261263906308937,0
0.9257798988100747,0.6369747919458267,0
0.5079916764442094,-0.34745971801765535,1
-0.13187086859167926,0.12712648304947932,1
0.9054422117716472,-0.3867660618587073,1
1.9046198519747548,0.3334556690425476,1
-0.7801784190595212,0.1631603082979974,0
0.19640462643604412,0.8825727133603398,0
-0.8121713142333937,0.43694875077326123,0
-0.6956807851322782,0.5797387726602561,0
1.7372167022072325,0.35352082084224046,1
0.8270500705826425,0.09094024467282855,0
0.12032715320619784,1.1208370483540646,0
1.6062174087475287,-0.5214865076347185,1
0.24666300072577765,1.3721294755293392,0
0.5692342789085375,0.8072912942965158,0
2.1797229460004703,0.17923793877803373,1
0.04052051067642482,0.44014758063571446,1
0.7024782822830719,0.5759321066894787,0
-1.0546821187508746,0.8041738160182379,0
1.9022589926772344,0.03030714908781809,1
0.8082053305116316,-0.36682233647040446,1
0.3828035037198004,0.5153815279525055,1
0.7964881095549617,0.4461485399903804,0
1.85648655608456,-0.3056197489014951,1
-0.5527036797123508,0.38459971833121515,0
-0.17110266032278476,1.0848444307820804,0
0.8298554918166018,-0.5554672004464271,1
0.514069429551944,-0.5045798540961635,1
0.5117278019048577,0.7103548244185054,0
1.3200254669026106,-0.6449429906460376,1
2.10647374752633,0.3085405150767915,1
1.8111161187113307,-0.5374839784090157,1
0.33529781956323657,-0.28141151386127156,1
0.8368822764169082,0.2662347849377883,0
0.547981701883263,0.8602974055175137,0
-0.5012968808951384,0.9390555868634378,0
1.6081137508796193,-0.08708504337020427,1
1.035460277062826,-0.4753555882524861,1
2.23895437103447,-0.18721526738960556,1
0.7328280015318315,-0.7786404014678929,1
-0.2849811618748018,0.08404804631202079,1
0.43977038673660185,0.81798874749806,0
0.8860007152532524,-0.5257460647902338,1
-1.0189273485774977,0.1634028260318719,0
0.46004188924608663,-0.4458761233294484,1
0.850978331645981,-0.5059407120385305,1
1.6029153234217617,-0.46382399877790437,1
0.9846169852017721,0.06770891729273722,0
-0.7053317273779898,0.6910067065617942,0
0.4527618400855798,0.8794475722417914,0
-0.8685627286085761,0.17300092164109615,0
0.9471755006778,-0.013299455455227743,0
-0.8067625173342621,0.22941377198459906,0
-0.5301943904666959,0.8627355312663582,0
0.7590829412569509,0.7078485055125509,0
-0.21429008914198547,0.8526802586349302,0
0.34987117520465777,-0.15195956220315832,1
0.5676384385036973,0.5345851146240184,0
-0.1435542125471531,0.6771265483525475,0
0.5702589259012943,0.6776125932380772,0
1.527923399268915,-0.7655742584494085,1
0.6996491427787583,0.18894104605355783,0
-0.13503945845753593,0.9551188041536,0
0.006008382545343444,0.3709169013818621,1
2.3177341161197944,0.49561118822539496,1
-1.0438310309224788,0.24830010739651154,0
1.77489519603406,0.26479931227672115,1
1.1358082142710846,-0.34210536111854506,1
0.7197351768136115,1.0156715387885087,0
0.42352896828302333,0.9485586838331713,0
0.3684035268834207,0.25086702799003424,1
0.16889566319860336,-0.15616586599058635,1
1.9760625063490882,0.5999060349092421,1
0.34671790174544087,-0.5588279356959047,1
0.026973111783636268,0.1398075282383921,1
0.12576444371565007,1.0272459068731776,0
0.301515637678639,0.7281580703243258,0
1.4207801624099834,-0.608160406349197,1
1.633971878129938,-0.5995950660608118,1
1.2157634818407144,0.3827652844098421,0
0.03644373433111524,0.31756911669905175,1
1.9758361631518484,-0.19403566612203846,1
0.3501523910139719,-0.35956351623180505,1
1.3794304728151765,-0.1261946005818877,1
-1.0528259475399386,0.03637806384187804,0
-0.8938481124626291,0.3397483853396348,0
0.2964763731849991,0.4718273498278375,1
-0.7275939739637636,0.8094608679109052,0
-0.1855551747866488,1.0453588457679734,0
0.6172494852557728,-0.33617136191784125,1
-1.095166809362997,0.7282857265234699,0
1.8020978166293893,0.46606321714869847,1
1.0720837049240632,0.427244104414295,0
0.42666769165326357,-0.12540036473305544,1
0.2666691310572691,1.1566098030271375,0
-0.6844612878083086,0.8823747228462524,0
1.5898331917636974,-0.08274183580283216,1
-0.42510412405390585,0.8566361565114087,0
